Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
CARCHI;0,80150142;-77,73244282;56;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;2/1/2023;ENCONTRADO;5/1/2023
PICHINCHA;-0,14170544;-78,47872795;24;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/3/2023;ENCONTRADO;25/3/2023
CHIMBORAZO;-1,67845435;-78,64358253;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/1/2023;ENCONTRADO;4/2/2023
PICHINCHA;-0,21882160;-78,51354890;20;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/3/2023;ENCONTRADO;5/3/2023
CHIMBORAZO;-1,66502270;-78,65887860;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/1/2023;ENCONTRADO;4/2/2023
CHIMBORAZO;-1,66666810;-78,64394310;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/1/2023;ENCONTRADO;3/1/2023
GUAYAS;-2,12542970;-79,89704570;12;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/1/2023;ENCONTRADO;5/1/2023
CHIMBORAZO;-2,28982440;-78,92175220;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/1/2023;ENCONTRADO;5/1/2023
AZUAY;-2,86603889;-78,96510708;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/1/2023;ENCONTRADO;6/1/2023
GUAYAS;-2,24896200;-79,92407941;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/1/2023;ENCONTRADO;7/1/2023
PICHINCHA;-0,15680820;-78,47945680;22;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;1/3/2023;ENCONTRADO;3/3/2023
GUAYAS;-2,22391544;-79,93880712;15;HOMBRE;PERDIDO;NINOS NINAS PERDIDOS;1/1/2023;ENCONTRADO;2/1/2023
EL ORO;-3,28639890;-79,95765430;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/1/2023;ENCONTRADO;18/1/2023
PICHINCHA;-0,23949920;-78,50218610;18;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/2/2023;ENCONTRADO;3/3/2023
IMBABURA;0,23145700;-78,25918590;45;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;22/3/2023;ENCONTRADO;23/3/2023
CHIMBORAZO;-1,65371172;-78,66755921;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/5/2023;ENCONTRADO;22/5/2023
IMBABURA;0,28133500;-78,23552700;15;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/5/2023;ENCONTRADO;24/5/2023
EL ORO;-3,25577616;-79,98920875;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/1/2023;ENCONTRADO;6/1/2023
GUAYAS;-1,89249040;-79,93221510;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/1/2023;ENCONTRADO;5/1/2023
PICHINCHA;-0,19182870;-78,51141850;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/1/2023;ENCONTRADO;10/1/2023
PICHINCHA;-0,22947000;-78,52290980;74;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;4/3/2023;ENCONTRADO;5/3/2023
ESMERALDAS;0,96870731;-79,65080874;28;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;5/1/2023;ENCONTRADO;7/1/2023
ESMERALDAS;0,91695029;-79,68684673;15;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;3/1/2023;ENCONTRADO;6/1/2023
PICHINCHA;-0,15622400;-78,46294950;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/1/2023;ENCONTRADO;6/1/2023
PICHINCHA;-0,27887131;-78,51611826;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/3/2023;ENCONTRADO;5/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,61739569;-79,21809498;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/1/2023;ENCONTRADO;9/1/2023
CHIMBORAZO;-1,66299480;-78,64602470;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;6/1/2023;ENCONTRADO;7/1/2023
CHIMBORAZO;-1,66502270;-78,65887860;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/1/2023;ENCONTRADO;6/1/2023
IMBABURA;0,35529730;-78,12508480;7;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/1/2023;ENCONTRADO;6/1/2023
SUCUMBIOS;-0,29715060;-76,65877151;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/1/2023;ENCONTRADO;7/1/2023
SUCUMBIOS;-0,29715060;-76,65877151;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/1/2023;ENCONTRADO;7/1/2023
MANABI;-1,04777920;-80,46046780;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/1/2023;ENCONTRADO;8/1/2023
MANABI;-0,96557683;-80,43799212;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/1/2023;ENCONTRADO;7/1/2023
GUAYAS;-2,17163531;-79,89054269;28;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;3/3/2023;ENCONTRADO;4/3/2023
GUAYAS;-2,17163531;-79,89054269;20;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;3/3/2023;ENCONTRADO;4/3/2023
GUAYAS;-2,17361690;-79,82757330;47;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;13/5/2023;ENCONTRADO;30/5/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25218820;-79,18793830;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/2/2023;ENCONTRADO;1/6/2023
LOJA;-3,98304158;-79,20677390;14;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/9/2023;ENCONTRADO;2/10/2023
ZAMORA CHINCHIPE;-3,89101654;-78,78571593;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/4/2023;ENCONTRADO;20/4/2023
PICHINCHA;-0,09615045;-78,41941617;43;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;23/5/2023;ENCONTRADO;24/5/2023
MANABI;-0,95349214;-80,64120952;26;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;24/2/2023;ENCONTRADO;14/3/2023
ORELLANA;-0,40800634;-76,99652435;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/1/2023;ENCONTRADO;2/2/2023
ORELLANA;-0,45429547;-77,01182256;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/1/2023;ENCONTRADO;20/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26349020;-79,18618890;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/1/2023;ENCONTRADO;7/1/2023
MORONA SANTIAGO;-2,31599876;-78,09738318;14;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;6/1/2023;ENCONTRADO;9/1/2023
IMBABURA;0,23430050;-78,26106720;59;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;3/1/2023;ENCONTRADO;7/1/2023
GUAYAS;-2,12366890;-79,95634170;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/2/2023;ENCONTRADO;5/3/2023
GUAYAS;-2,16809776;-79,91539176;25;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;19/2/2023;ENCONTRADO;20/2/2023
PICHINCHA;-0,28007293;-78,51980898;3;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/3/2023;ENCONTRADO;5/3/2023
PICHINCHA;-0,28007293;-78,51980898;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/3/2023;ENCONTRADO;5/3/2023
BOLIVAR;-1,52057063;-79,00398700;16;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;7/1/2023;ENCONTRADO;9/1/2023
ZAMORA CHINCHIPE;-3,62010770;-78,58502062;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/2/2023;ENCONTRADO;3/3/2023
GUAYAS;-2,24380910;-79,90667630;27;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/2/2023;ENCONTRADO;11/3/2023
PICHINCHA;-0,31549950;-78,55046910;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/1/2023;ENCONTRADO;10/1/2023
PICHINCHA;-0,29876920;-78,52278020;74;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;18/4/2023;ENCONTRADO;20/4/2023
GUAYAS;-2,12252930;-80,00013500;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/3/2023;ENCONTRADO;28/3/2023
TUNGURAHUA;-1,23635948;-78,61592174;18;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;9/1/2023;ENCONTRADO;11/1/2023
EL ORO;-3,24076340;-79,83208850;13;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;9/1/2023;ENCONTRADO;10/1/2023
EL ORO;-3,23807551;-79,95160432;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/1/2023;ENCONTRADO;8/1/2023
PICHINCHA;-0,10544241;-78,49642128;20;HOMBRE;PROBLEMAS PSICOLÓGICOS;BIPOLARIDAD;5/1/2023;ENCONTRADO;8/1/2023
ORELLANA;-0,46167280;-76,99310740;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/5/2023;ENCONTRADO;24/5/2023
PICHINCHA;-0,24991539;-78,54994479;51;HOMBRE;EXTRAVIADA;HOSPITALIZADO;6/1/2023;ENCONTRADO;7/1/2023
MANABI;-0,35020788;-80,32411589;6;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/1/2023;ENCONTRADO;9/1/2023
MANABI;-0,35020788;-80,32411589;2;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/1/2023;ENCONTRADO;9/1/2023
GUAYAS;-2,26772002;-79,87953550;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/1/2023;ENCONTRADO;10/1/2023
PICHINCHA;-0,08750700;-78,46914670;36;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/3/2023;ENCONTRADO;5/3/2023
GUAYAS;-2,12521201;-79,89754025;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/1/2023;ENCONTRADO;9/1/2023
TUNGURAHUA;-1,28866986;-78,64274737;36;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;6/1/2023;ENCONTRADO;12/1/2023
PICHINCHA;-0,29557210;-78,55597120;60;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;20/4/2023;ENCONTRADO;17/5/2023
GUAYAS;-2,10058629;-79,95340354;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/1/2023;ENCONTRADO;9/1/2023
CHIMBORAZO;-1,70900900;-78,64569890;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;6/1/2023;ENCONTRADO;9/1/2023
TUNGURAHUA;-1,31283750;-78,50644730;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/1/2023;ENCONTRADO;11/1/2023
EL ORO;-3,26361710;-79,95180390;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/1/2023;ENCONTRADO;10/1/2023
PICHINCHA;-0,07548970;-78,44030640;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/1/2023;ENCONTRADO;12/1/2023
GUAYAS;-1,99815755;-79,48488073;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;1/1/2023;ENCONTRADO;10/1/2023
LOS RIOS;-1,11556159;-79,43630521;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/1/2023;ENCONTRADO;10/1/2023
CHIMBORAZO;-1,70244390;-78,62266180;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/2/2023;ENCONTRADO;1/3/2023
CAÑAR;-2,49675360;-79,47998164;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/1/2023;ENCONTRADO;15/1/2023
AZUAY;-2,88599948;-78,99829970;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/1/2023;ENCONTRADO;10/1/2023
PICHINCHA;0,02712470;-78,14858900;27;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/1/2023;ENCONTRADO;11/1/2023
PICHINCHA;-0,14059820;-78,46341430;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/1/2023;ENCONTRADO;11/1/2023
MANABI;-1,06229822;-80,45995154;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/3/2023;ENCONTRADO;4/3/2023
MANABI;-1,06229822;-80,45995154;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/3/2023;ENCONTRADO;4/3/2023
IMBABURA;0,23079450;-78,25794460;67;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;19/3/2023;ENCONTRADO;24/3/2023
GUAYAS;-2,12225540;-79,96797690;16;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;22/5/2023;ENCONTRADO;24/5/2023
COTOPAXI;-0,93399530;-78,61456980;32;HOMBRE;SIN_DATO;SIN_DATO;5/8/2023;DESAPARECIDO;SIN_DATO
IMBABURA;0,50088210;-78,19290764;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/9/2023;ENCONTRADO;7/9/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24383518;-79,33139352;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/4/2023;ENCONTRADO;24/4/2023
AZUAY;-2,88292991;-78,98087919;11;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/1/2023;ENCONTRADO;11/1/2023
ESMERALDAS;1,28324394;-78,83302630;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/1/2023;ENCONTRADO;7/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25218820;-79,18793830;33;HOMBRE;SIN_DATO;SIN_DATO;26/6/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,05463428;-79,87605231;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/1/2023;ENCONTRADO;11/1/2023
PICHINCHA;-0,09492070;-78,47377360;25;HOMBRE;FALLECIDO;ACCIDENTAL;8/1/2023;FALLECIDO;11/1/2023
GUAYAS;-2,27676900;-79,89538790;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/1/2023;ENCONTRADO;11/1/2023
ESMERALDAS;0,90823840;-79,68184227;29;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/1/2023;ENCONTRADO;11/1/2023
PICHINCHA;-0,03921053;-78,15991450;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;2/1/2023;ENCONTRADO;11/1/2023
CHIMBORAZO;-1,66502270;-78,65887860;65;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/5/2023;ENCONTRADO;26/5/2023
PICHINCHA;-0,12720318;-78,31562925;30;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;5/3/2023;ENCONTRADO;4/4/2023
PICHINCHA;-0,12720318;-78,31562925;31;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;5/3/2023;ENCONTRADO;4/4/2023
PICHINCHA;0,05172390;-78,45092290;42;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/5/2023;ENCONTRADO;23/5/2023
PICHINCHA;-0,21422380;-78,51070830;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/1/2023;ENCONTRADO;10/1/2023
PICHINCHA;-0,25333720;-78,54762960;28;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;6/1/2023;ENCONTRADO;11/1/2023
GUAYAS;-2,22245214;-79,88653193;24;HOMBRE;FALLECIDO;NO DETERMINADA;8/1/2023;FALLECIDO;10/1/2023
GUAYAS;-2,16800490;-79,80305800;45;HOMBRE;EXTRAVIADA;ACCIDENTADO;4/3/2023;ENCONTRADO;5/3/2023
GUAYAS;-2,12621550;-79,69851550;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/1/2023;ENCONTRADO;16/1/2023
SUCUMBIOS;-0,18828537;-76,64213777;16;MUJER;SIN_DATO;SIN_DATO;13/6/2023;DESAPARECIDO;SIN_DATO
PASTAZA;-1,49468909;-78,01431722;26;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/3/2023;ENCONTRADO;27/3/2023
PICHINCHA;-0,09298570;-78,44966235;20;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;18/4/2023;ENCONTRADO;20/4/2023
MANABI;-0,78422080;-80,23433020;27;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/4/2023;ENCONTRADO;8/6/2023
AZUAY;-2,92809170;-78,77878890;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/5/2023;ENCONTRADO;24/5/2023
MANABI;-1,55418430;-80,42575840;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO SEXUAL;27/2/2023;ENCONTRADO;4/3/2023
PICHINCHA;-0,09135460;-78,47013040;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/1/2023;ENCONTRADO;12/1/2023
PICHINCHA;-0,27392510;-78,47763390;35;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;6/9/2023;ENCONTRADO;7/9/2023
GUAYAS;-2,07763452;-79,92533296;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/1/2023;ENCONTRADO;12/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25492423;-79,12309925;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/1/2023;ENCONTRADO;19/1/2023
SUCUMBIOS;-0,19902501;-76,63735031;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/8/2023;ENCONTRADO;5/10/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,23365407;-79,18501248;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/3/2023;ENCONTRADO;22/3/2023
AZUAY;-3,33810387;-79,06477982;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/1/2023;ENCONTRADO;19/1/2023
PICHINCHA;-0,34257770;-78,54691970;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/1/2023;ENCONTRADO;12/1/2023
TUNGURAHUA;-1,39622030;-78,39417670;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/5/2023;ENCONTRADO;25/5/2023
GUAYAS;-2,11974484;-79,58136161;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/5/2023;ENCONTRADO;25/5/2023
GUAYAS;-2,17395577;-79,81184900;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/3/2023;ENCONTRADO;28/3/2023
PICHINCHA;-0,23239010;-78,44882870;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/1/2023;ENCONTRADO;12/1/2023
SANTO DOMINGO DE LOS TSACHILAS;0,00758915;-79,38904959;17;MUJER;SIN_DATO;SIN_DATO;14/8/2023;DESAPARECIDO;SIN_DATO
SUCUMBIOS;0,08628525;-77,16778510;11;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/1/2023;ENCONTRADO;12/1/2023
NAPO;-0,90856240;-77,80813630;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/5/2023;ENCONTRADO;23/5/2023
NAPO;-0,99629720;-77,81360350;34;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/4/2023;ENCONTRADO;21/4/2023
PICHINCHA;-0,13037670;-78,44401360;18;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/3/2023;ENCONTRADO;6/3/2023
AZUAY;-2,91117788;-79,00887891;28;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/9/2023;ENCONTRADO;8/9/2023
PICHINCHA;-0,40661260;-78,54620980;25;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/1/2023;ENCONTRADO;16/1/2023
ESMERALDAS;0,80482800;-79,94030800;29;HOMBRE;FALLECIDO;HOMICIDIO;2/1/2023;FALLECIDO;13/1/2023
AZUAY;-2,88939910;-79,00558900;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/1/2023;ENCONTRADO;14/1/2023
PICHINCHA;-0,25531660;-78,55329839;14;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/4/2023;ENCONTRADO;3/5/2023
MANABI;-1,55956534;-80,81128322;30;HOMBRE;SIN_DATO;SIN_DATO;7/1/2023;DESAPARECIDO;SIN_DATO
MANABI;-0,40470960;-79,90570630;3;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/1/2023;ENCONTRADO;13/1/2023
PICHINCHA;-0,08577170;-78,50786770;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/1/2023;ENCONTRADO;14/1/2023
AZUAY;-3,05106920;-78,79578560;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/2/2023;ENCONTRADO;5/3/2023
AZUAY;-2,96039931;-78,77261809;55;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;16/2/2023;ENCONTRADO;6/3/2023
COTOPAXI;-0,91714350;-78,63278100;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/3/2023;ENCONTRADO;6/3/2023
MORONA SANTIAGO;-2,30690297;-78,12138992;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/4/2023;ENCONTRADO;24/5/2023
SUCUMBIOS;0,07788576;-76,89437629;25;HOMBRE;FALLECIDO;NO DETERMINADA;25/3/2023;FALLECIDO;28/3/2023
GUAYAS;-2,40867480;-80,36308100;4;HOMBRE;SIN_DATO;SIN_DATO;6/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,51716540;-78,58074010;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/1/2023;ENCONTRADO;14/1/2023
GUAYAS;-2,09954470;-79,91822080;17;HOMBRE;FALLECIDO;NO DETERMINADA;10/1/2023;FALLECIDO;12/1/2023
EL ORO;-3,25569287;-79,97257233;6;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/1/2023;ENCONTRADO;14/1/2023
GUAYAS;-2,15562990;-79,78281270;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/1/2023;ENCONTRADO;13/1/2023
PICHINCHA;-0,30916150;-78,54833950;21;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;3/3/2023;ENCONTRADO;6/3/2023
PICHINCHA;-0,12353330;-78,50484580;24;MUJER;PROBLEMAS PSICOLÓGICOS;DEPRESION;8/1/2023;ENCONTRADO;10/1/2023
CHIMBORAZO;-1,65547460;-78,67029730;27;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/1/2023;ENCONTRADO;14/1/2023
CHIMBORAZO;-1,65547460;-78,67029730;5;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/1/2023;ENCONTRADO;14/1/2023
CHIMBORAZO;-1,65547460;-78,67029730;7;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/1/2023;ENCONTRADO;14/1/2023
PICHINCHA;-0,21135980;-78,52136010;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/1/2023;ENCONTRADO;14/1/2023
GUAYAS;-2,12228220;-79,96814049;21;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/1/2023;ENCONTRADO;15/1/2023
PICHINCHA;-0,04098947;-78,45585823;21;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/3/2023;ENCONTRADO;18/3/2023
CARCHI;0,59024110;-77,83052462;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/5/2023;ENCONTRADO;20/5/2023
AZUAY;-2,89925342;-78,99676454;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/7/2023;ENCONTRADO;8/9/2023
EL ORO;-3,25811120;-79,95539240;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/3/2023;ENCONTRADO;7/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24360431;-79,16837885;78;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/4/2023;ENCONTRADO;22/4/2023
PICHINCHA;-0,31461450;-78,53165570;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/1/2023;ENCONTRADO;15/1/2023
GUAYAS;-2,18941280;-79,88906620;44;HOMBRE;FALLECIDO;NO DETERMINADA;14/1/2023;FALLECIDO;8/2/2023
ESMERALDAS;0,80482800;-79,94030800;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/1/2023;ENCONTRADO;16/1/2023
PICHINCHA;-0,30404020;-78,55916990;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/1/2023;ENCONTRADO;14/1/2023
CHIMBORAZO;-1,65832890;-78,67257770;23;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/1/2023;ENCONTRADO;16/1/2023
GUAYAS;-2,16777703;-79,83788329;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/1/2023;ENCONTRADO;15/1/2023
MORONA SANTIAGO;-2,45907715;-78,16793447;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;8/1/2023;ENCONTRADO;17/1/2023
